"","item_name","category","sub_category","Channel","central","east","north","south","west","total_sales"
"6603","Ba93022ts","Snacks","Noodles","Online",0,0,0,1096,0,1096
"6604","Ba64203ns","Beverages","Health Drinks","Online",0,0,0,0,522,522
"6605","Be99619ks","Eggs, Meat & Fish","Eggs","Instore",0,863,0,0,0,863
"6606","Be58515ks","Food Grains","Atta & Flour","Online",0,0,0,1824,0,1824
"6607","Fo49415ur","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,1309,1309
"6608","Fo40994es","Oil & Masala","Masalas","Instore",0,0,0,0,1671,1671
"6609","Fr80931ts","Oil & Masala","Spices","Online",1923,0,0,0,0,1923
"6610","Fr96222es","Snacks","Chocolates","Instore",1061,0,0,1571,0,2632
"6611","Fr81448ts","Snacks","Cookies","Online",0,0,0,963,1243,2206
"6612","Oi37228ee","Bakery","Cakes","Instore",1404,0,0,0,0,1404
"6613","Oi1111es","Beverages","Soft Drinks","Online",0,0,0,0,1976,1976
"6614","Sn10710es","Eggs, Meat & Fish","Fish","Instore",0,0,0,0,1669,1669
"6615","Sn20260es","Eggs, Meat & Fish","Mutton","Instore",1434,0,0,0,0,1434
"6616","Ba9288ts","Food Grains","Dals & Pulses","Online",0,0,0,0,2064,2064
"6617","Ba46544ns","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,2172,0,2172
"6618","Eg13835gs","Snacks","Cookies","Instore",0,826,0,0,1754,2580
"6619","Eg27700sh","Beverages","Health Drinks","Instore",0,1805,0,0,0,1805
"6620","Fo39355ur","Eggs, Meat & Fish","Chicken","Online",0,1220,0,0,791,2011
"6621","Oi52783ee","Eggs, Meat & Fish","Mutton","Online",1455,0,0,0,0,1455
"6622","Oi27985as","Food Grains","Atta & Flour","Online",1331,0,0,0,0,1331
"6623","Ba81632ns","Snacks","Noodles","Online",0,1322,0,0,0,1322
"6624","Ba52929es","Bakery","Biscuits","Instore",1353,4141,0,0,0,5494
"6625","Be34112ks","Bakery","Breads & Buns","Online",1467,0,0,2189,0,3656
"6626","Sn11979es","Beverages","Health Drinks","Instore",0,1022,0,0,0,1022
"6627","Sn72208es","Beverages","Soft Drinks","Instore",0,0,0,2167,4464,6631
"6628","Sn2337es","Food Grains","Atta & Flour","Online",0,0,0,0,1234,1234
"6629","Ba93608ts","Food Grains","Dals & Pulses","Online",1871,0,0,0,0,1871
"6630","Ba14128es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,1960,0,1960
"6631","Be21463ks","Fruits & Veggies","Fresh Vegetables","Instore",764,0,0,0,0,764
"6632","Eg90868gs","Fruits & Veggies","Organic Fruits","Online",0,735,0,0,0,735
"6633","Fo10905ur","Oil & Masala","Edible Oil & Ghee","Instore",870,0,0,0,0,870
"6634","Fr58052ts","Oil & Masala","Spices","Instore",0,1136,0,0,0,1136
"6635","Sn57799es","Snacks","Chocolates","Instore",0,0,0,1069,0,1069
"6636","Sn52014es","Snacks","Noodles","Instore",0,1251,0,0,0,1251
"6637","Sn78337es","Bakery","Biscuits","Online",0,0,0,0,932,932
"6638","Ba8508ns","Bakery","Breads & Buns","Online",0,0,0,0,2248,2248
"6639","Ba33512es","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,1823,1823
"6640","Be98510ks","Eggs, Meat & Fish","Fish","Instore",0,1751,0,0,0,1751
"6641","Eg37321sh","Food Grains","Atta & Flour","Online",0,1910,0,0,0,1910
"6642","Fo91226es","Oil & Masala","Edible Oil & Ghee","Online",0,3631,0,0,0,3631
"6643","Fr98985es","Oil & Masala","Masalas","Online",0,0,0,1085,0,1085
"6644","Be73282ks","Bakery","Breads & Buns","Instore",0,856,0,0,2492,3348
"6645","Eg58093en","Bakery","Cakes","Online",0,0,0,1234,0,1234
"6646","Fo37147ce","Beverages","Health Drinks","Online",1576,0,0,0,4384,5960
"6647","Fr22649es","Snacks","Chocolates","Instore",0,0,0,0,1624,1624
"6648","Fr73786es","Snacks","Cookies","Online",0,0,0,0,1932,1932
"6649","Oi86379ee","Snacks","Noodles","Online",0,0,0,0,2171,2171
"6650","Oi30177es","Bakery","Biscuits","Online",0,1302,0,0,512,1814
"6651","Sn66065es","Bakery","Cakes","Instore",0,1501,0,0,0,1501
"6652","Sn26427es","Beverages","Soft Drinks","Instore",920,0,0,0,0,920
"6653","Ba57601ts","Eggs, Meat & Fish","Eggs","Instore",0,2270,0,0,0,2270
"6654","Be16822ks","Food Grains","Atta & Flour","Online",0,0,0,0,972,972
"6655","Be24571ks","Fruits & Veggies","Fresh Fruits","Online",0,0,0,2255,0,2255
"6656","Fr65574es","Snacks","Chocolates","Online",1053,0,0,0,0,1053
"6657","Sn86108es","Snacks","Cookies","Online",0,0,0,0,2165,2165
"6658","Ba30109ts","Snacks","Noodles","Online",0,878,0,0,0,878
"6659","Ba96067ns","Bakery","Breads & Buns","Online",0,1482,0,0,0,1482
"6660","Ba67534es","Bakery","Cakes","Online",1178,2148,0,0,0,3326
"6661","Be53662ks","Beverages","Health Drinks","Instore",0,0,0,1411,0,1411
"6662","Eg71363en","Eggs, Meat & Fish","Fish","Instore",0,0,0,0,2159,2159
"6663","Fr57722es","Food Grains","Dals & Pulses","Online",0,0,0,2374,1763,4137
"6664","Sn94531es","Fruits & Veggies","Fresh Vegetables","Online",0,1418,0,0,0,1418
"6665","Sn39984es","Beverages","Soft Drinks","Online",1583,2224,0,0,0,3807
"6666","Ba14582ns","Eggs, Meat & Fish","Chicken","Online",0,0,0,1784,0,1784
"6667","Be19035ks","Food Grains","Rice","Instore",1120,0,0,0,0,1120
"6668","Be2305ks","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,0,1233,1233
"6669","Eg6518sh","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,908,0,908
"6670","Fo72228es","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,0,1439,1439
"6671","Fo24608ce","Oil & Masala","Spices","Online",0,0,0,0,2025,2025
"6672","Fr66376ts","Snacks","Chocolates","Instore",0,545,0,1633,0,2178
"6673","Fr12688ts","Snacks","Cookies","Instore",0,0,0,0,2499,2499
"6674","Oi19768as","Bakery","Biscuits","Online",0,0,0,0,794,794
"6675","Sn69932es","Beverages","Health Drinks","Instore",0,0,0,0,1103,1103
"6676","Sn93025es","Beverages","Soft Drinks","Online",0,0,0,1333,0,1333
"6677","Ba41297es","Fruits & Veggies","Fresh Vegetables","Online",0,1288,0,0,0,1288
"6678","Be34770ks","Snacks","Noodles","Instore",0,0,0,1065,0,1065
"6679","Be94955ks","Bakery","Biscuits","Instore",1385,0,0,0,0,1385
"6680","Eg84810gs","Bakery","Breads & Buns","Instore",0,0,0,0,2198,2198
"6681","Eg95978sh","Bakery","Cakes","Instore",2056,2122,0,0,0,4178
"6682","Fr30219es","Beverages","Health Drinks","Online",0,0,0,609,0,609
"6683","Fr36288ts","Eggs, Meat & Fish","Chicken","Online",1570,0,0,0,0,1570
"6684","Sn27722es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,2022,0,2022
"6685","Ba1091ts","Snacks","Cookies","Instore",0,0,0,723,0,723
"6686","Ba55714es","Snacks","Noodles","Instore",0,0,0,0,3422,3422
"6687","Eg74419sh","Bakery","Breads & Buns","Instore",0,0,0,0,1174,1174
"6688","Eg36973on","Beverages","Health Drinks","Online",0,944,0,1577,0,2521
"6689","Fr83611ts","Beverages","Soft Drinks","Online",0,1870,0,0,0,1870
"6690","Sn93511es","Eggs, Meat & Fish","Fish","Instore",0,2012,0,0,0,2012
"6691","Ba58813ts","Food Grains","Organic Staples","Online",0,0,0,1108,0,1108
"6692","Ba48743es","Food Grains","Rice","Online",0,575,0,0,0,575
"6693","Be54465ks","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1810,1810
"6694","Eg30886sh","Fruits & Veggies","Organic Fruits","Online",0,2464,0,0,0,2464
"6695","Eg46587on","Oil & Masala","Masalas","Instore",0,0,0,2003,0,2003
"6696","Fo13626ur","Snacks","Cookies","Online",0,3174,0,0,0,3174
"6697","Fo70595es","Snacks","Noodles","Instore",0,0,0,0,1526,1526
"6698","Fo18127es","Bakery","Cakes","Instore",0,0,0,1546,0,1546
"6699","Oi47224as","Beverages","Health Drinks","Instore",548,0,0,0,0,548
"6700","Sn94395es","Beverages","Soft Drinks","Online",0,871,0,585,0,1456
"6701","Sn19467es","Eggs, Meat & Fish","Eggs","Online",0,1790,0,0,0,1790
"6702","Ba63952ns","Eggs, Meat & Fish","Fish","Online",1985,0,0,0,0,1985
"6703","Ba30172es","Fruits & Veggies","Fresh Vegetables","Online",0,721,0,0,0,721
"6704","Be62950ks","Fruits & Veggies","Organic Fruits","Online",0,0,0,0,1108,1108
"6705","Eg83939gs","Snacks","Noodles","Instore",0,2132,0,0,0,2132
"6706","Sn20127es","Bakery","Biscuits","Instore",1840,0,0,0,1764,3604
"6707","Sn60696es","Bakery","Cakes","Instore",2033,3260,0,0,0,5293
"6708","Ba85905ns","Eggs, Meat & Fish","Fish","Instore",0,2420,0,0,0,2420
"6709","Be44302ks","Eggs, Meat & Fish","Mutton","Instore",3475,0,0,0,0,3475
"6710","Be32180ks","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,1036,0,1036
"6711","Eg57317on","Snacks","Noodles","Online",1278,0,0,1285,0,2563
"6712","Fo4916ce","Bakery","Biscuits","Online",907,0,0,0,0,907
"6713","Fr88705es","Bakery","Cakes","Instore",0,1118,0,0,0,1118
"6714","Oi82584ee","Beverages","Health Drinks","Instore",0,0,0,0,1626,1626
"6715","Oi36866as","Eggs, Meat & Fish","Fish","Online",2045,0,0,0,0,2045
"6716","Sn2047es","Eggs, Meat & Fish","Mutton","Instore",0,1853,0,0,0,1853
"6717","Ba72380ns","Food Grains","Atta & Flour","Instore",0,1573,0,0,0,1573
"6718","Ba65530es","Food Grains","Dals & Pulses","Online",0,0,0,0,2495,2495
"6719","Be92865ks","Food Grains","Organic Staples","Instore",0,0,0,0,828,828
"6720","Be84423ks","Oil & Masala","Masalas","Online",0,1267,0,0,0,1267
"6721","Fo12014es","Snacks","Chocolates","Online",2234,0,0,0,0,2234
"6722","Fo16919ce","Snacks","Cookies","Instore",0,0,0,0,701,701
"6723","Fr50321es","Bakery","Breads & Buns","Online",0,0,0,831,1245,2076
"6724","Oi62549as","Bakery","Cakes","Instore",1918,0,0,0,2333,4251
"6725","Ba40208ns","Beverages","Health Drinks","Online",1301,0,0,0,645,1946
"6726","Be74045ks","Eggs, Meat & Fish","Eggs","Online",0,1311,0,0,0,1311
"6727","Be93286ks","Snacks","Chocolates","Instore",2500,0,0,0,0,2500
"6728","Eg35922en","Snacks","Noodles","Online",0,3109,0,0,0,3109
"6729","Eg92641gs","Bakery","Breads & Buns","Online",0,2081,0,0,0,2081
"6730","Fo95562ur","Beverages","Health Drinks","Instore",0,0,0,2841,0,2841
"6731","Fo72678es","Beverages","Soft Drinks","Instore",2237,774,0,0,0,3011
"6732","Fo90032ce","Eggs, Meat & Fish","Mutton","Instore",0,1352,0,0,1937,3289
"6733","Fr71252es","Food Grains","Rice","Instore",0,0,0,0,1173,1173
"6734","Oi99748ee","Fruits & Veggies","Fresh Vegetables","Instore",732,0,0,0,0,732
"6735","Oi38312as","Oil & Masala","Edible Oil & Ghee","Instore",0,931,0,0,0,931
"6736","Oi6676es","Oil & Masala","Masalas","Instore",1143,0,0,0,0,1143
"6737","Sn49673es","Snacks","Noodles","Instore",984,0,0,0,0,984
"6738","Be77685ks","Bakery","Breads & Buns","Instore",0,0,0,0,2074,2074
"6739","Eg85160en","Bakery","Cakes","Online",0,1526,0,0,0,1526
"6740","Eg87142on","Beverages","Health Drinks","Online",0,0,0,1833,0,1833
"6741","Fo39147ce","Beverages","Soft Drinks","Online",2278,0,0,0,2061,4339
"6742","Fr33011ts","Food Grains","Organic Staples","Instore",1856,0,0,0,998,2854
"6743","Fr34419ts","Food Grains","Rice","Instore",829,0,0,0,0,829
"6744","Ba92981ns","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,0,1683,1683
"6745","Be20851ks","Oil & Masala","Masalas","Instore",0,0,0,1808,0,1808
"6746","Eg91393sh","Bakery","Breads & Buns","Online",0,0,0,1065,981,2046
"6747","Fr37215ts","Beverages","Health Drinks","Online",0,2247,0,0,521,2768
"6748","Fr93107ts","Beverages","Soft Drinks","Online",0,2425,0,0,0,2425
"6749","Oi66863es","Eggs, Meat & Fish","Chicken","Instore",0,0,0,0,1280,1280
"6750","Eg89142on","Eggs, Meat & Fish","Eggs","Instore",2499,0,0,0,0,2499
"6751","Fo43819ur","Food Grains","Atta & Flour","Instore",1170,0,0,0,0,1170
"6752","Fr64635ts","Food Grains","Organic Staples","Instore",0,0,0,1303,0,1303
"6753","Fr63909es","Food Grains","Rice","Online",0,1244,0,0,0,1244
"6754","Oi11591as","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,0,1435,1435
"6755","Oi25887es","Oil & Masala","Edible Oil & Ghee","Online",2156,0,0,0,0,2156
"6756","Sn11516es","Oil & Masala","Masalas","Online",0,1148,0,0,0,1148
"6757","Ba48161es","Oil & Masala","Spices","Online",0,0,0,1082,0,1082
"6758","Be50753ks","Snacks","Cookies","Online",0,2057,0,0,0,2057
"6759","Be82085ks","Beverages","Health Drinks","Instore",0,2105,0,0,0,2105
"6760","Eg73083en","Eggs, Meat & Fish","Chicken","Instore",1094,0,0,0,0,1094
"6761","Eg86987on","Eggs, Meat & Fish","Mutton","Online",0,1847,0,0,0,1847
"6762","Fo86565ur","Food Grains","Rice","Instore",0,0,0,0,1825,1825
"6763","Fo25902es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,1517,0,1517
"6764","Fo61310ce","Fruits & Veggies","Organic Fruits","Instore",1405,0,0,0,0,1405
"6765","Sn31810es","Bakery","Breads & Buns","Instore",0,0,0,0,1831,1831
"6766","Sn18580es","Beverages","Health Drinks","Instore",0,2525,0,0,1199,3724
"6767","Be31147ks","Eggs, Meat & Fish","Fish","Online",0,1569,0,0,0,1569
"6768","Be12275ks","Fruits & Veggies","Fresh Fruits","Instore",2293,0,0,0,0,2293
"6769","Eg43765en","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,523,523
"6770","Eg55022gs","Oil & Masala","Spices","Instore",0,0,0,0,2152,2152
"6771","Fo44426ur","Eggs, Meat & Fish","Mutton","Instore",0,933,0,0,0,933
"6772","Fo57133es","Food Grains","Atta & Flour","Online",0,0,0,0,1398,1398
"6773","Fo80480ce","Fruits & Veggies","Organic Fruits","Instore",1044,0,0,0,0,1044
"6774","Oi49065ee","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,0,2221,2221
"6775","Sn9200es","Oil & Masala","Masalas","Instore",0,0,0,0,2132,2132
"6776","Sn63861es","Oil & Masala","Spices","Online",0,1169,0,0,0,1169
"6777","Ba15547ts","Snacks","Noodles","Instore",0,1447,0,0,0,1447
"6778","Ba53240ns","Bakery","Cakes","Instore",0,0,0,0,2289,2289
"6779","Be79997ks","Beverages","Health Drinks","Online",1136,0,0,0,2179,3315
"6780","Eg64639en","Beverages","Soft Drinks","Online",0,0,0,0,1875,1875
"6781","Fo84253ur","Eggs, Meat & Fish","Chicken","Online",0,2153,0,0,0,2153
"6782","Fr7158ts","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,516,516
"6783","Oi5131ee","Food Grains","Atta & Flour","Online",0,1960,0,0,0,1960
"6784","Oi3214as","Food Grains","Organic Staples","Online",0,2316,0,0,0,2316
"6785","Sn57906es","Food Grains","Rice","Online",0,1370,0,0,0,1370
"6786","Sn95667es","Snacks","Chocolates","Online",1719,0,0,0,0,1719
"6787","Ba9658ns","Snacks","Cookies","Instore",0,3736,0,0,0,3736
"6788","Be43543ks","Beverages","Health Drinks","Online",0,734,0,0,0,734
"6789","Eg22426en","Beverages","Soft Drinks","Online",0,0,0,0,1507,1507
"6790","Eg75141gs","Eggs, Meat & Fish","Chicken","Online",0,2418,0,0,0,2418
"6791","Eg33581on","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,2306,2306
"6792","Fo73745es","Food Grains","Atta & Flour","Online",0,0,0,0,1213,1213
"6793","Fo24907ce","Food Grains","Dals & Pulses","Instore",0,1341,0,0,0,1341
"6794","Fr87060ts","Food Grains","Rice","Instore",0,0,0,0,2031,2031
"6795","Fr10585ts","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,0,2443,2443
"6796","Oi57225as","Snacks","Cookies","Online",0,815,0,0,0,815
"6797","Sn43221es","Snacks","Noodles","Instore",977,0,0,0,0,977
"6798","Ba43766ts","Bakery","Biscuits","Online",0,501,0,0,0,501
"6799","Ba73006es","Bakery","Breads & Buns","Online",0,2154,0,0,0,2154
"6800","Eg81011on","Beverages","Soft Drinks","Online",2734,0,0,0,0,2734
"6801","Fo81671ce","Eggs, Meat & Fish","Chicken","Online",0,0,0,0,2452,2452
"6802","Fr6293es","Food Grains","Atta & Flour","Online",0,0,0,1614,0,1614
"6803","Fr56698ts","Fruits & Veggies","Organic Fruits","Instore",0,703,0,0,0,703
"6804","Oi31734as","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,1018,0,1018
"6805","Sn54662es","Oil & Masala","Masalas","Instore",0,1284,0,0,0,1284
"6806","Sn53385es","Snacks","Chocolates","Online",0,0,0,0,2830,2830
"6807","Ba60512ts","Snacks","Cookies","Instore",0,0,0,0,2368,2368
"6808","Ba53618es","Bakery","Breads & Buns","Instore",0,1196,0,0,0,1196
"6809","Be83536ks","Beverages","Health Drinks","Online",1633,0,0,1508,0,3141
"6810","Eg22570en","Eggs, Meat & Fish","Chicken","Online",1371,0,0,0,0,1371
"6811","Fo55356ur","Eggs, Meat & Fish","Eggs","Instore",0,0,0,0,1471,1471
"6812","Fo67185es","Eggs, Meat & Fish","Mutton","Online",0,2291,0,0,0,2291
"6813","Oi35486es","Food Grains","Organic Staples","Online",0,0,0,0,1269,1269
"6814","Sn40233es","Food Grains","Rice","Instore",0,2305,0,0,0,2305
"6815","Sn8348es","Fruits & Veggies","Fresh Fruits","Online",1310,567,0,0,0,1877
"6816","Ba81489ns","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,2412,2412
"6817","Ba98141es","Oil & Masala","Masalas","Online",0,0,0,2098,0,2098
"6818","Eg84408sh","Snacks","Noodles","Online",0,0,0,1087,2377,3464
"6819","Eg32948on","Bakery","Biscuits","Online",0,1758,0,0,0,1758
"6820","Fr28074ts","Bakery","Cakes","Online",0,0,0,0,650,650
"6821","Fr43294ts","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,739,739
"6822","Sn68366es","Food Grains","Rice","Online",2454,0,0,0,0,2454
"6823","Sn18206es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,1105,1105
"6824","Be25440ks","Fruits & Veggies","Organic Fruits","Online",0,2126,0,3606,0,5732
"6825","Fo38091ur","Oil & Masala","Masalas","Online",0,2435,0,0,0,2435
"6826","Fo92132es","Snacks","Cookies","Instore",0,0,0,0,2271,2271
"6827","Fr22338ts","Snacks","Noodles","Online",1033,0,0,0,0,1033
"6828","Fr50016es","Bakery","Biscuits","Instore",0,2234,0,0,2776,5010
"6829","Fr26708ts","Bakery","Cakes","Instore",0,0,0,2287,0,2287
"6830","Oi38456ee","Beverages","Health Drinks","Instore",0,0,0,0,1416,1416
"6831","Oi6784as","Eggs, Meat & Fish","Chicken","Instore",0,2397,0,0,0,2397
"6832","Be77617ks","Food Grains","Atta & Flour","Online",0,0,0,0,1426,1426
"6833","Fo52528es","Food Grains","Dals & Pulses","Online",0,0,0,2285,0,2285
"6834","Oi68462as","Oil & Masala","Spices","Instore",0,1324,0,0,0,1324
"6835","Sn7233es","Snacks","Cookies","Instore",0,0,0,1843,0,1843
"6836","Ba41687ts","Snacks","Noodles","Online",1208,0,0,0,2259,3467
"6837","Ba9240es","Bakery","Breads & Buns","Instore",0,2429,0,0,0,2429
"6838","Be97182ks","Bakery","Cakes","Online",3407,0,0,0,0,3407
"6839","Eg46421sh","Eggs, Meat & Fish","Fish","Online",2139,0,0,0,0,2139
"6840","Fr6798ts","Eggs, Meat & Fish","Mutton","Online",0,0,0,0,1586,1586
"6841","Oi55053ee","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1454,1454
"6842","Sn38478es","Fruits & Veggies","Organic Fruits","Online",856,0,0,0,0,856
"6843","Ba77848ts","Snacks","Chocolates","Online",762,0,0,0,0,762
"6844","Eg49696sh","Snacks","Cookies","Instore",0,0,0,0,2361,2361
"6845","Eg47537on","Beverages","Health Drinks","Instore",2360,0,0,0,0,2360
"6846","Fr78938es","Food Grains","Atta & Flour","Instore",1250,0,0,0,0,1250
"6847","Oi65372ee","Food Grains","Dals & Pulses","Instore",848,0,0,0,0,848
"6848","Sn15609es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,1073,0,1073
"6849","Ba64600es","Fruits & Veggies","Fresh Vegetables","Online",0,1565,0,0,0,1565
"6850","Eg44694gs","Fruits & Veggies","Organic Fruits","Online",0,0,0,0,2125,2125
"6851","Eg24802on","Oil & Masala","Edible Oil & Ghee","Online",0,1800,0,0,0,1800
"6852","Fr29724ts","Oil & Masala","Masalas","Instore",0,0,0,0,2407,2407
"6853","Oi93127as","Beverages","Soft Drinks","Instore",0,902,0,0,0,902
"6854","Sn19998es","Food Grains","Organic Staples","Instore",0,760,0,0,0,760
"6855","Ba2239ns","Oil & Masala","Masalas","Online",2011,0,0,0,0,2011
"6856","Be48670ks","Snacks","Noodles","Online",1126,0,0,0,0,1126
"6857","Be71203ks","Bakery","Biscuits","Online",593,0,0,0,0,593
"6858","Eg8512on","Bakery","Cakes","Online",0,0,0,1941,0,1941
"6859","Fo18352es","Beverages","Health Drinks","Instore",1598,0,0,1969,0,3567
"6860","Fr87274ts","Eggs, Meat & Fish","Eggs","Instore",0,0,0,1571,0,1571
"6861","Fr47664es","Eggs, Meat & Fish","Fish","Instore",0,0,0,0,2451,2451
"6862","Sn29338es","Fruits & Veggies","Fresh Fruits","Online",0,1055,0,0,732,1787
"6863","Ba11379ts","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,0,1289,1289
"6864","Be93785ks","Snacks","Chocolates","Instore",0,2194,0,0,0,2194
"6865","Eg27986gs","Bakery","Biscuits","Online",0,0,0,0,1392,1392
"6866","Fo77589es","Beverages","Health Drinks","Online",0,1784,0,0,0,1784
"6867","Fr47485ts","Eggs, Meat & Fish","Fish","Online",0,0,0,0,779,779
"6868","Fr512es","Eggs, Meat & Fish","Mutton","Online",0,1046,0,0,0,1046
"6869","Sn29399es","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,2134,1103,3237
"6870","Ba44737ns","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,3142,0,3142
"6871","Be50399ks","Snacks","Cookies","Online",915,0,0,0,0,915
"6872","Be18065ks","Bakery","Cakes","Instore",0,0,0,0,1889,1889
"6873","Eg34158sh","Eggs, Meat & Fish","Eggs","Online",0,0,0,1755,0,1755
"6874","Fo81042ur","Eggs, Meat & Fish","Mutton","Online",0,0,0,0,1504,1504
"6875","Fo65223es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,797,797
"6876","Fr51834es","Oil & Masala","Masalas","Online",1800,0,0,1572,0,3372
"6877","Fr78428ts","Snacks","Chocolates","Instore",0,0,0,1534,0,1534
"6878","Oi53373ee","Bakery","Breads & Buns","Instore",0,1505,0,0,0,1505
"6879","Sn54783es","Beverages","Health Drinks","Instore",0,0,0,0,691,691
"6880","Be33770ks","Beverages","Soft Drinks","Instore",0,2499,0,0,0,2499
"6881","Fo37558ur","Eggs, Meat & Fish","Mutton","Instore",0,0,0,1719,0,1719
"6882","Fo51223es","Food Grains","Organic Staples","Instore",0,0,0,0,849,849
"6883","Fr40760ts","Fruits & Veggies","Organic Fruits","Instore",0,1626,0,0,1919,3545
"6884","Fr2231es","Fruits & Veggies","Organic Vegetables","Instore",0,2466,0,0,0,2466
"6885","Oi469ee","Snacks","Noodles","Online",0,0,0,0,2053,2053
"6886","Oi55724as","Bakery","Biscuits","Online",0,0,0,0,1583,1583
"6887","Oi64198es","Beverages","Soft Drinks","Instore",2623,0,0,0,0,2623
"6888","Sn46743es","Eggs, Meat & Fish","Eggs","Online",0,0,0,1464,0,1464
"6889","Be11900ks","Food Grains","Organic Staples","Instore",0,0,0,0,1828,1828
"6890","Eg25559en","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1195,1195
"6891","Eg63740on","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,508,508
"6892","Fo40296ur","Snacks","Chocolates","Instore",0,2266,0,0,0,2266
"6893","Fo23554es","Bakery","Breads & Buns","Instore",552,0,0,0,609,1161
"6894","Fo97367es","Beverages","Health Drinks","Instore",2005,0,0,665,0,2670
"6895","Fr4155ts","Beverages","Soft Drinks","Instore",0,0,0,0,1928,1928
"6896","Oi72049es","Eggs, Meat & Fish","Fish","Instore",2333,0,0,0,0,2333
"6897","Sn98512es","Food Grains","Atta & Flour","Online",0,738,0,0,0,738
"6898","Sn36023es","Food Grains","Dals & Pulses","Online",0,1940,0,0,610,2550
"6899","Sn18668es","Fruits & Veggies","Fresh Vegetables","Instore",3180,0,0,0,0,3180
"6900","Be95666ks","Fruits & Veggies","Organic Fruits","Instore",0,1569,0,0,0,1569
"6901","Eg76873en","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,2139,0,2139
"6902","Eg78042gs","Snacks","Noodles","Online",1504,0,0,0,0,1504
"6903","Fo74051ur","Beverages","Health Drinks","Instore",0,0,0,0,1643,1643
"6904","Fo31204es","Food Grains","Atta & Flour","Online",0,0,0,2091,0,2091
"6905","Oi67075as","Food Grains","Organic Staples","Instore",1420,1580,0,0,0,3000
"6906","Ba91261ts","Fruits & Veggies","Fresh Fruits","Online",1856,0,0,0,0,1856
"6907","Be89454ks","Fruits & Veggies","Organic Fruits","Instore",0,4054,0,0,0,4054
"6908","Eg60840on","Fruits & Veggies","Organic Vegetables","Online",0,1211,0,0,922,2133
"6909","Fo56555ce","Oil & Masala","Edible Oil & Ghee","Online",0,1697,0,0,0,1697
"6910","Fr63016es","Oil & Masala","Masalas","Instore",0,0,0,0,995,995
"6911","Fr64649es","Oil & Masala","Spices","Online",0,1473,0,0,0,1473
"6912","Oi60902as","Snacks","Cookies","Instore",0,0,0,0,1354,1354
"6913","Oi33063es","Beverages","Soft Drinks","Instore",0,0,0,0,2712,2712
"6914","Ba39185ts","Eggs, Meat & Fish","Chicken","Online",2088,0,0,0,0,2088
"6915","Eg90249en","Eggs, Meat & Fish","Mutton","Online",1733,2153,0,0,2365,6251
"6916","Eg42347on","Food Grains","Atta & Flour","Instore",0,0,0,2384,1301,3685
"6917","Fo79317ur","Food Grains","Dals & Pulses","Online",1828,0,0,0,0,1828
"6918","Fr66682es","Food Grains","Organic Staples","Online",0,1530,0,0,2245,3775
"6919","Oi76974ee","Fruits & Veggies","Organic Fruits","Online",0,0,0,1249,0,1249
"6920","Oi54660as","Oil & Masala","Spices","Online",0,795,0,0,0,795
"6921","Oi67291es","Snacks","Chocolates","Online",1294,0,0,0,0,1294
"6922","Sn85027es","Snacks","Cookies","Online",2434,0,0,0,0,2434
"6923","Ba79811ts","Snacks","Noodles","Online",2324,0,0,0,0,2324
"6924","Be58751ks","Beverages","Health Drinks","Instore",0,0,0,0,1880,1880
"6925","Be42469ks","Eggs, Meat & Fish","Chicken","Online",1648,0,0,0,1450,3098
"6926","Eg56447gs","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,1702,1702
"6927","Eg56448sh","Food Grains","Atta & Flour","Online",0,0,0,0,1063,1063
"6928","Eg7926on","Food Grains","Organic Staples","Instore",0,0,0,0,745,745
