Item Name,Category,Sub Category,Online_purchase,Instore_purchase,Central,East,North,South,West,Total Sales
Oi50978as,Oil & Masala,Edible Oil & Ghee,0,1,714,,,1908,,2622
Sn27964es,Oil & Masala,Masalas,0,1,,,,,1319,1319
Sn98417es,Snacks,Cookies,1,0,,,,1058,,1058
Ba5744ns,Snacks,Noodles,1,0,1811,2132,,,2225,6168
Be99085ks,Bakery,Cakes,1,0,1238,,,,,1238
Be12762ks,Beverages,Health Drinks,1,0,,,,2017,,2017
Fo50026es,"Eggs, Meat & Fish",Fish,0,1,,2159,,,633,2792
Fr97195es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,517,517
Oi80172ee,Fruits & Veggies,Organic Fruits,1,0,,839,,,,839
Oi31907es,Snacks,Chocolates,0,1,,,,,1170,1170
Ba12869ts,Bakery,Biscuits,1,0,,,,,2463,2463
Ba30950ns,Beverages,Health Drinks,1,0,1425,,,2239,,3664
Be51575ks,"Eggs, Meat & Fish",Mutton,1,0,2126,,,,,2126
Be10043ks,Food Grains,Dals & Pulses,1,0,2263,,,,1500,3763
Eg78130en,Fruits & Veggies,Organic Vegetables,0,1,,1397,,,,1397
Eg26309sh,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1668,1668
Eg43467on,Oil & Masala,Masalas,1,0,,1173,,,2001,3174
Fo54377ur,Beverages,Soft Drinks,1,0,,,,2336,,2336
Fo43615ce,"Eggs, Meat & Fish",Chicken,1,0,,,,,1964,1964
Fr83634ts,"Eggs, Meat & Fish",Eggs,0,1,,2084,,,,2084
Fr45760es,"Eggs, Meat & Fish",Fish,0,1,,1263,,,,1263
Oi52659ee,Oil & Masala,Masalas,1,0,,,,1903,,1903
Oi5835es,Snacks,Chocolates,1,0,,,,,1943,1943
Sn17228es,Snacks,Cookies,1,0,,,,1589,2523,4112
Sn59897es,Bakery,Breads & Buns,0,1,,2622,,,,2622
Ba61963ts,Beverages,Health Drinks,1,0,,561,,,565,1126
Ba94544ns,Beverages,Soft Drinks,0,1,1669,,,,,1669
Ba25594es,Food Grains,Organic Staples,1,0,2421,,,,,2421
Be63025ks,Fruits & Veggies,Fresh Vegetables,0,1,,,,,2412,2412
Eg37454en,Oil & Masala,Edible Oil & Ghee,0,1,2032,,,,1593,3625
Fo91367es,Oil & Masala,Spices,0,1,,,,640,,640
Fr34799ts,Bakery,Biscuits,0,1,796,,,,,796
Oi62308ee,Bakery,Breads & Buns,0,1,,,,,2493,2493
Sn72085es,Beverages,Health Drinks,1,0,,,,,1419,1419
Ba32889ns,Beverages,Soft Drinks,0,1,554,,,,,554
Eg19928on,"Eggs, Meat & Fish",Chicken,1,0,,,,1520,,1520
Fo8003es,"Eggs, Meat & Fish",Fish,1,0,,2041,,,,2041
Fr30822es,"Eggs, Meat & Fish",Mutton,1,0,1371,,,,,1371
Fr46420ts,Food Grains,Atta & Flour,1,0,,,,,3195,3195
Oi46737as,Food Grains,Rice,0,1,,1442,,,,1442
Sn33229es,Fruits & Veggies,Fresh Fruits,1,0,,,,1050,,1050
Ba36897ns,Fruits & Veggies,Organic Vegetables,1,0,1354,,,,,1354
Be97362ks,Oil & Masala,Edible Oil & Ghee,0,1,,2451,,,,2451
Eg13567gs,Oil & Masala,Spices,1,0,,,,,1305,1305
Eg63430on,Snacks,Chocolates,0,1,,1167,,,2246,3413
Fo79540ur,Snacks,Cookies,1,0,,,,571,1573,2144
Fr85015ts,Bakery,Biscuits,1,0,,,,,1015,1015
Fr17033ts,Bakery,Breads & Buns,0,1,1157,,,,,1157
Fr60427es,Bakery,Cakes,1,0,,1405,,,,1405
Oi25970as,Beverages,Soft Drinks,0,1,2314,,,,,2314
Ba12452ns,"Eggs, Meat & Fish",Chicken,1,0,,,,,1601,1601
Eg59916gs,Food Grains,Organic Staples,1,0,867,,,,,867
Fo88951es,Fruits & Veggies,Organic Fruits,0,1,,760,,,2306,3066
Fo84005es,Oil & Masala,Edible Oil & Ghee,1,0,,,,2230,,2230
Fr58297ts,Snacks,Cookies,0,1,,,,,1940,1940
Oi13113as,Bakery,Breads & Buns,0,1,1164,,,,,1164
Sn71248es,"Eggs, Meat & Fish",Mutton,0,1,,,,,2147,2147
Be32582ks,Food Grains,Organic Staples,1,0,,,,,761,761
Be33662ks,Fruits & Veggies,Fresh Vegetables,0,1,,,,,2188,2188
Eg482en,Fruits & Veggies,Organic Fruits,1,0,,,,,616,616
Eg27285on,Oil & Masala,Masalas,1,0,,1098,,,,1098
Fo44871ur,Snacks,Chocolates,0,1,1257,,,,,1257
Fo19027ce,Bakery,Breads & Buns,0,1,2122,898,,,,3020
Fr24141es,Beverages,Health Drinks,0,1,1487,,,,,1487
Oi13130ee,"Eggs, Meat & Fish",Eggs,0,1,1146,,,,,1146
Sn86714es,"Eggs, Meat & Fish",Mutton,0,1,,2405,,,,2405
Ba29894ts,Food Grains,Atta & Flour,0,1,,508,,,,508
Ba7607ns,Fruits & Veggies,Fresh Fruits,1,0,,,,,1389,1389
Be85421ks,Fruits & Veggies,Organic Fruits,1,0,,,,,703,703
Eg31952en,Fruits & Veggies,Organic Vegetables,1,0,977,,,,,977
Eg51395gs,Oil & Masala,Masalas,0,1,,1711,,,1532,3243
Eg80278on,Bakery,Breads & Buns,1,0,,2317,,,1922,4239
Fo13081es,"Eggs, Meat & Fish",Eggs,0,1,,1198,,,,1198
Fo43504ce,Food Grains,Dals & Pulses,1,0,,1824,,,,1824
Fr37752ts,Food Grains,Organic Staples,0,1,,617,,,,617
Fr58583es,Fruits & Veggies,Fresh Fruits,1,0,911,,,,,911
Fr97443ts,Oil & Masala,Masalas,0,1,,,,,2196,2196
Fr14128es,Snacks,Noodles,1,0,,,,,2207,2207
Oi66612ee,Beverages,Health Drinks,1,0,1875,,,,1033,2908
Oi94314es,Beverages,Soft Drinks,1,0,510,,,,842,1352
Sn7593es,"Eggs, Meat & Fish",Chicken,1,0,,,,,506,506
Sn96227es,"Eggs, Meat & Fish",Mutton,0,1,,,,2215,,2215
Be47831ks,Food Grains,Atta & Flour,0,1,,,,,1675,1675
Eg23737gs,Food Grains,Rice,1,0,632,,,,,632
Fo43884ur,Fruits & Veggies,Fresh Vegetables,0,1,847,,,,,847
Fr35519es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,697,697
Oi31980as,Snacks,Cookies,0,1,2402,,,,,2402
Oi22709es,Bakery,Biscuits,1,0,,,,2127,745,2872
Sn79861es,Bakery,Breads & Buns,0,1,,,,,2137,2137
Sn15318es,Beverages,Health Drinks,1,0,,742,,,,742
Ba4860es,"Eggs, Meat & Fish",Chicken,1,0,,,,,2230,2230
Be88343ks,"Eggs, Meat & Fish",Eggs,0,1,,917,,1175,,2092
Eg41065sh,"Eggs, Meat & Fish",Mutton,0,1,,2060,,,,2060
Eg52351on,Food Grains,Organic Staples,0,1,,,,1273,,1273
Fo81673es,Food Grains,Rice,0,1,,,,,944,944
Fr22542es,Fruits & Veggies,Fresh Fruits,0,1,1349,,,,,1349
Sn33215es,Fruits & Veggies,Fresh Vegetables,0,1,,1771,,,,1771
Be73626ks,Fruits & Veggies,Organic Fruits,0,1,1682,,,,,1682
Eg17004en,Fruits & Veggies,Organic Vegetables,1,0,,1113,,,,1113
Eg12083on,Oil & Masala,Edible Oil & Ghee,0,1,2161,,,,,2161
Fo68939ur,Oil & Masala,Spices,1,0,,,,,1929,1929
Sn60260es,Snacks,Chocolates,0,1,,1561,,,1323,2884
Ba93022ts,Snacks,Noodles,1,0,,,,1096,,1096
Ba64203ns,Beverages,Health Drinks,1,0,,,,,522,522
Be99619ks,"Eggs, Meat & Fish",Eggs,0,1,,863,,,,863
Be58515ks,Food Grains,Atta & Flour,1,0,,,,1824,,1824
Fo49415ur,Fruits & Veggies,Organic Vegetables,1,0,,,,,1309,1309
Fo40994es,Oil & Masala,Masalas,0,1,,,,,1671,1671
Fr80931ts,Oil & Masala,Spices,1,0,1923,,,,,1923
Fr96222es,Snacks,Chocolates,0,1,1061,,,1571,,2632
Fr81448ts,Snacks,Cookies,1,0,,,,963,1243,2206
Oi37228ee,Bakery,Cakes,0,1,1404,,,,,1404
Oi1111es,Beverages,Soft Drinks,1,0,,,,,1976,1976
Sn10710es,"Eggs, Meat & Fish",Fish,0,1,,,,,1669,1669
Sn20260es,"Eggs, Meat & Fish",Mutton,0,1,1434,,,,,1434
Ba9288ts,Food Grains,Dals & Pulses,1,0,,,,,2064,2064
Ba46544ns,Fruits & Veggies,Fresh Vegetables,1,0,,,,2172,,2172
Eg13835gs,Snacks,Cookies,0,1,,826,,,1754,2580
Eg27700sh,Beverages,Health Drinks,0,1,,1805,,,,1805
Fo39355ur,"Eggs, Meat & Fish",Chicken,1,0,,1220,,,791,2011
Oi52783ee,"Eggs, Meat & Fish",Mutton,1,0,1455,,,,,1455
Oi27985as,Food Grains,Atta & Flour,1,0,1331,,,,,1331
Ba81632ns,Snacks,Noodles,1,0,,1322,,,,1322
Ba52929es,Bakery,Biscuits,0,1,1353,4141,,,,5494
Be34112ks,Bakery,Breads & Buns,1,0,1467,,,2189,,3656
Sn11979es,Beverages,Health Drinks,0,1,,1022,,,,1022
Sn72208es,Beverages,Soft Drinks,0,1,,,,2167,4464,6631
Sn2337es,Food Grains,Atta & Flour,1,0,,,,,1234,1234
Ba93608ts,Food Grains,Dals & Pulses,1,0,1871,,,,,1871
Ba14128es,Fruits & Veggies,Fresh Fruits,0,1,,,,1960,,1960
Be21463ks,Fruits & Veggies,Fresh Vegetables,0,1,764,,,,,764
Eg90868gs,Fruits & Veggies,Organic Fruits,1,0,,735,,,,735
Fo10905ur,Oil & Masala,Edible Oil & Ghee,0,1,870,,,,,870
Fr58052ts,Oil & Masala,Spices,0,1,,1136,,,,1136
Sn57799es,Snacks,Chocolates,0,1,,,,1069,,1069
Sn52014es,Snacks,Noodles,0,1,,1251,,,,1251
Sn78337es,Bakery,Biscuits,1,0,,,,,932,932
Ba8508ns,Bakery,Breads & Buns,1,0,,,,,2248,2248
Ba33512es,"Eggs, Meat & Fish",Eggs,1,0,,,,,1823,1823
Be98510ks,"Eggs, Meat & Fish",Fish,0,1,,1751,,,,1751
Eg37321sh,Food Grains,Atta & Flour,1,0,,1910,,,,1910
Fo91226es,Oil & Masala,Edible Oil & Ghee,1,0,,3631,,,,3631
Fr98985es,Oil & Masala,Masalas,1,0,,,,1085,,1085
Be73282ks,Bakery,Breads & Buns,0,1,,856,,,2492,3348
Eg58093en,Bakery,Cakes,1,0,,,,1234,,1234
Fo37147ce,Beverages,Health Drinks,1,0,1576,,,,4384,5960
Fr22649es,Snacks,Chocolates,0,1,,,,,1624,1624
Fr73786es,Snacks,Cookies,1,0,,,,,1932,1932
Oi86379ee,Snacks,Noodles,1,0,,,,,2171,2171
Oi30177es,Bakery,Biscuits,1,0,,1302,,,512,1814
Sn66065es,Bakery,Cakes,0,1,,1501,,,,1501
Sn26427es,Beverages,Soft Drinks,0,1,920,,,,,920
Ba57601ts,"Eggs, Meat & Fish",Eggs,0,1,,2270,,,,2270
Be16822ks,Food Grains,Atta & Flour,1,0,,,,,972,972
Be24571ks,Fruits & Veggies,Fresh Fruits,1,0,,,,2255,,2255
Fr65574es,Snacks,Chocolates,1,0,1053,,,,,1053
Sn86108es,Snacks,Cookies,1,0,,,,,2165,2165
Ba30109ts,Snacks,Noodles,1,0,,878,,,,878
Ba96067ns,Bakery,Breads & Buns,1,0,,1482,,,,1482
Ba67534es,Bakery,Cakes,1,0,1178,2148,,,,3326
Be53662ks,Beverages,Health Drinks,0,1,,,,1411,,1411
Eg71363en,"Eggs, Meat & Fish",Fish,0,1,,,,,2159,2159
Fr57722es,Food Grains,Dals & Pulses,1,0,,,,2374,1763,4137
Sn94531es,Fruits & Veggies,Fresh Vegetables,1,0,,1418,,,,1418
Sn39984es,Beverages,Soft Drinks,1,0,1583,2224,,,,3807
Ba14582ns,"Eggs, Meat & Fish",Chicken,1,0,,,,1784,,1784
Be19035ks,Food Grains,Rice,0,1,1120,,,,,1120
Be2305ks,Fruits & Veggies,Fresh Vegetables,0,1,,,,,1233,1233
Eg6518sh,Fruits & Veggies,Organic Vegetables,0,1,,,,908,,908
Fo72228es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1439,1439
Fo24608ce,Oil & Masala,Spices,1,0,,,,,2025,2025
Fr66376ts,Snacks,Chocolates,0,1,,545,,1633,,2178
Fr12688ts,Snacks,Cookies,0,1,,,,,2499,2499
Oi19768as,Bakery,Biscuits,1,0,,,,,794,794
Sn69932es,Beverages,Health Drinks,0,1,,,,,1103,1103
Sn93025es,Beverages,Soft Drinks,1,0,,,,1333,,1333
Ba41297es,Fruits & Veggies,Fresh Vegetables,1,0,,1288,,,,1288
Be34770ks,Snacks,Noodles,0,1,,,,1065,,1065
Be94955ks,Bakery,Biscuits,0,1,1385,,,,,1385
Eg84810gs,Bakery,Breads & Buns,0,1,,,,,2198,2198
Eg95978sh,Bakery,Cakes,0,1,2056,2122,,,,4178
Fr30219es,Beverages,Health Drinks,1,0,,,,609,,609
Fr36288ts,"Eggs, Meat & Fish",Chicken,1,0,1570,,,,,1570
Sn27722es,Fruits & Veggies,Fresh Vegetables,1,0,,,,2022,,2022
Ba1091ts,Snacks,Cookies,0,1,,,,723,,723
Ba55714es,Snacks,Noodles,0,1,,,,,3422,3422
Eg74419sh,Bakery,Breads & Buns,0,1,,,,,1174,1174
Eg36973on,Beverages,Health Drinks,1,0,,944,,1577,,2521
Fr83611ts,Beverages,Soft Drinks,1,0,,1870,,,,1870
Sn93511es,"Eggs, Meat & Fish",Fish,0,1,,2012,,,,2012
Ba58813ts,Food Grains,Organic Staples,1,0,,,,1108,,1108
Ba48743es,Food Grains,Rice,1,0,,575,,,,575
Be54465ks,Fruits & Veggies,Fresh Fruits,1,0,,,,,1810,1810
Eg30886sh,Fruits & Veggies,Organic Fruits,1,0,,2464,,,,2464
Eg46587on,Oil & Masala,Masalas,0,1,,,,2003,,2003
Fo13626ur,Snacks,Cookies,1,0,,3174,,,,3174
Fo70595es,Snacks,Noodles,0,1,,,,,1526,1526
Fo18127es,Bakery,Cakes,0,1,,,,1546,,1546
Oi47224as,Beverages,Health Drinks,0,1,548,,,,,548
Sn94395es,Beverages,Soft Drinks,1,0,,871,,585,,1456
Sn19467es,"Eggs, Meat & Fish",Eggs,1,0,,1790,,,,1790
Ba63952ns,"Eggs, Meat & Fish",Fish,1,0,1985,,,,,1985
Ba30172es,Fruits & Veggies,Fresh Vegetables,1,0,,721,,,,721
Be62950ks,Fruits & Veggies,Organic Fruits,1,0,,,,,1108,1108
Eg83939gs,Snacks,Noodles,0,1,,2132,,,,2132
Sn20127es,Bakery,Biscuits,0,1,1840,,,,1764,3604
Sn60696es,Bakery,Cakes,0,1,2033,3260,,,,5293
Ba85905ns,"Eggs, Meat & Fish",Fish,0,1,,2420,,,,2420
Be44302ks,"Eggs, Meat & Fish",Mutton,0,1,3475,,,,,3475
Be32180ks,Fruits & Veggies,Fresh Fruits,0,1,,,,1036,,1036
Eg57317on,Snacks,Noodles,1,0,1278,,,1285,,2563
Fo4916ce,Bakery,Biscuits,1,0,907,,,,,907
Fr88705es,Bakery,Cakes,0,1,,1118,,,,1118
Oi82584ee,Beverages,Health Drinks,0,1,,,,,1626,1626
Oi36866as,"Eggs, Meat & Fish",Fish,1,0,2045,,,,,2045
Sn2047es,"Eggs, Meat & Fish",Mutton,0,1,,1853,,,,1853
Ba72380ns,Food Grains,Atta & Flour,0,1,,1573,,,,1573
Ba65530es,Food Grains,Dals & Pulses,1,0,,,,,2495,2495
Be92865ks,Food Grains,Organic Staples,0,1,,,,,828,828
Be84423ks,Oil & Masala,Masalas,1,0,,1267,,,,1267
Fo12014es,Snacks,Chocolates,1,0,2234,,,,,2234
Fo16919ce,Snacks,Cookies,0,1,,,,,701,701
Fr50321es,Bakery,Breads & Buns,1,0,,,,831,1245,2076
Oi62549as,Bakery,Cakes,0,1,1918,,,,2333,4251
Ba40208ns,Beverages,Health Drinks,1,0,1301,,,,645,1946
Be74045ks,"Eggs, Meat & Fish",Eggs,1,0,,1311,,,,1311
Be93286ks,Snacks,Chocolates,0,1,2500,,,,,2500
Eg35922en,Snacks,Noodles,1,0,,3109,,,,3109
Eg92641gs,Bakery,Breads & Buns,1,0,,2081,,,,2081
Fo95562ur,Beverages,Health Drinks,0,1,,,,2841,,2841
Fo72678es,Beverages,Soft Drinks,0,1,2237,774,,,,3011
Fo90032ce,"Eggs, Meat & Fish",Mutton,0,1,,1352,,,1937,3289
Fr71252es,Food Grains,Rice,0,1,,,,,1173,1173
Oi99748ee,Fruits & Veggies,Fresh Vegetables,0,1,732,,,,,732
Oi38312as,Oil & Masala,Edible Oil & Ghee,0,1,,931,,,,931
Oi6676es,Oil & Masala,Masalas,0,1,1143,,,,,1143
Sn49673es,Snacks,Noodles,0,1,984,,,,,984
Be77685ks,Bakery,Breads & Buns,0,1,,,,,2074,2074
Eg85160en,Bakery,Cakes,1,0,,1526,,,,1526
Eg87142on,Beverages,Health Drinks,1,0,,,,1833,,1833
Fo39147ce,Beverages,Soft Drinks,1,0,2278,,,,2061,4339
Fr33011ts,Food Grains,Organic Staples,0,1,1856,,,,998,2854
Fr34419ts,Food Grains,Rice,0,1,829,,,,,829
Ba92981ns,Fruits & Veggies,Fresh Vegetables,0,1,,,,,1683,1683
Be20851ks,Oil & Masala,Masalas,0,1,,,,1808,,1808
Eg91393sh,Bakery,Breads & Buns,1,0,,,,1065,981,2046
Fr37215ts,Beverages,Health Drinks,1,0,,2247,,,521,2768
Fr93107ts,Beverages,Soft Drinks,1,0,,2425,,,,2425
Oi66863es,"Eggs, Meat & Fish",Chicken,0,1,,,,,1280,1280
Eg89142on,"Eggs, Meat & Fish",Eggs,0,1,2499,,,,,2499
Fo43819ur,Food Grains,Atta & Flour,0,1,1170,,,,,1170
Fr64635ts,Food Grains,Organic Staples,0,1,,,,1303,,1303
Fr63909es,Food Grains,Rice,1,0,,1244,,,,1244
Oi11591as,Fruits & Veggies,Organic Vegetables,0,1,,,,,1435,1435
Oi25887es,Oil & Masala,Edible Oil & Ghee,1,0,2156,,,,,2156
Sn11516es,Oil & Masala,Masalas,1,0,,1148,,,,1148
Ba48161es,Oil & Masala,Spices,1,0,,,,1082,,1082
Be50753ks,Snacks,Cookies,1,0,,2057,,,,2057
Be82085ks,Beverages,Health Drinks,0,1,,2105,,,,2105
Eg73083en,"Eggs, Meat & Fish",Chicken,0,1,1094,,,,,1094
Eg86987on,"Eggs, Meat & Fish",Mutton,1,0,,1847,,,,1847
Fo86565ur,Food Grains,Rice,0,1,,,,,1825,1825
Fo25902es,Fruits & Veggies,Fresh Fruits,0,1,,,,1517,,1517
Fo61310ce,Fruits & Veggies,Organic Fruits,0,1,1405,,,,,1405
Sn31810es,Bakery,Breads & Buns,0,1,,,,,1831,1831
Sn18580es,Beverages,Health Drinks,0,1,,2525,,,1199,3724
Be31147ks,"Eggs, Meat & Fish",Fish,1,0,,1569,,,,1569
Be12275ks,Fruits & Veggies,Fresh Fruits,0,1,2293,,,,,2293
Eg43765en,Fruits & Veggies,Organic Fruits,0,1,,,,,523,523
Eg55022gs,Oil & Masala,Spices,0,1,,,,,2152,2152
Fo44426ur,"Eggs, Meat & Fish",Mutton,0,1,,933,,,,933
Fo57133es,Food Grains,Atta & Flour,1,0,,,,,1398,1398
Fo80480ce,Fruits & Veggies,Organic Fruits,0,1,1044,,,,,1044
Oi49065ee,Fruits & Veggies,Organic Vegetables,0,1,,,,,2221,2221
Sn9200es,Oil & Masala,Masalas,0,1,,,,,2132,2132
Sn63861es,Oil & Masala,Spices,1,0,,1169,,,,1169
Ba15547ts,Snacks,Noodles,0,1,,1447,,,,1447
Ba53240ns,Bakery,Cakes,0,1,,,,,2289,2289
Be79997ks,Beverages,Health Drinks,1,0,1136,,,,2179,3315
Eg64639en,Beverages,Soft Drinks,1,0,,,,,1875,1875
Fo84253ur,"Eggs, Meat & Fish",Chicken,1,0,,2153,,,,2153
Fr7158ts,"Eggs, Meat & Fish",Mutton,0,1,,,,,516,516
Oi5131ee,Food Grains,Atta & Flour,1,0,,1960,,,,1960
Oi3214as,Food Grains,Organic Staples,1,0,,2316,,,,2316
Sn57906es,Food Grains,Rice,1,0,,1370,,,,1370
Sn95667es,Snacks,Chocolates,1,0,1719,,,,,1719
Ba9658ns,Snacks,Cookies,0,1,,3736,,,,3736
Be43543ks,Beverages,Health Drinks,1,0,,734,,,,734
Eg22426en,Beverages,Soft Drinks,1,0,,,,,1507,1507
Eg75141gs,"Eggs, Meat & Fish",Chicken,1,0,,2418,,,,2418
Eg33581on,"Eggs, Meat & Fish",Eggs,1,0,,,,,2306,2306
Fo73745es,Food Grains,Atta & Flour,1,0,,,,,1213,1213
Fo24907ce,Food Grains,Dals & Pulses,0,1,,1341,,,,1341
Fr87060ts,Food Grains,Rice,0,1,,,,,2031,2031
Fr10585ts,Oil & Masala,Edible Oil & Ghee,1,0,,,,,2443,2443
Oi57225as,Snacks,Cookies,1,0,,815,,,,815
Sn43221es,Snacks,Noodles,0,1,977,,,,,977
Ba43766ts,Bakery,Biscuits,1,0,,501,,,,501
Ba73006es,Bakery,Breads & Buns,1,0,,2154,,,,2154
Eg81011on,Beverages,Soft Drinks,1,0,2734,,,,,2734
Fo81671ce,"Eggs, Meat & Fish",Chicken,1,0,,,,,2452,2452
Fr6293es,Food Grains,Atta & Flour,1,0,,,,1614,,1614
Fr56698ts,Fruits & Veggies,Organic Fruits,0,1,,703,,,,703
Oi31734as,Oil & Masala,Edible Oil & Ghee,0,1,,,,1018,,1018
Sn54662es,Oil & Masala,Masalas,0,1,,1284,,,,1284
Sn53385es,Snacks,Chocolates,1,0,,,,,2830,2830
Ba60512ts,Snacks,Cookies,0,1,,,,,2368,2368
Ba53618es,Bakery,Breads & Buns,0,1,,1196,,,,1196
Be83536ks,Beverages,Health Drinks,1,0,1633,,,1508,,3141
Eg22570en,"Eggs, Meat & Fish",Chicken,1,0,1371,,,,,1371
Fo55356ur,"Eggs, Meat & Fish",Eggs,0,1,,,,,1471,1471
Fo67185es,"Eggs, Meat & Fish",Mutton,1,0,,2291,,,,2291
Oi35486es,Food Grains,Organic Staples,1,0,,,,,1269,1269
Sn40233es,Food Grains,Rice,0,1,,2305,,,,2305
Sn8348es,Fruits & Veggies,Fresh Fruits,1,0,1310,567,,,,1877
Ba81489ns,Fruits & Veggies,Organic Fruits,0,1,,,,,2412,2412
Ba98141es,Oil & Masala,Masalas,1,0,,,,2098,,2098
Eg84408sh,Snacks,Noodles,1,0,,,,1087,2377,3464
Eg32948on,Bakery,Biscuits,1,0,,1758,,,,1758
Fr28074ts,Bakery,Cakes,1,0,,,,,650,650
Fr43294ts,"Eggs, Meat & Fish",Mutton,0,1,,,,,739,739
Sn68366es,Food Grains,Rice,1,0,2454,,,,,2454
Sn18206es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,1105,1105
Be25440ks,Fruits & Veggies,Organic Fruits,1,0,,2126,,3606,,5732
Fo38091ur,Oil & Masala,Masalas,1,0,,2435,,,,2435
Fo92132es,Snacks,Cookies,0,1,,,,,2271,2271
Fr22338ts,Snacks,Noodles,1,0,1033,,,,,1033
Fr50016es,Bakery,Biscuits,0,1,,2234,,,2776,5010
Fr26708ts,Bakery,Cakes,0,1,,,,2287,,2287
Oi38456ee,Beverages,Health Drinks,0,1,,,,,1416,1416
Oi6784as,"Eggs, Meat & Fish",Chicken,0,1,,2397,,,,2397
Be77617ks,Food Grains,Atta & Flour,1,0,,,,,1426,1426
Fo52528es,Food Grains,Dals & Pulses,1,0,,,,2285,,2285
Oi68462as,Oil & Masala,Spices,0,1,,1324,,,,1324
Sn7233es,Snacks,Cookies,0,1,,,,1843,,1843
Ba41687ts,Snacks,Noodles,1,0,1208,,,,2259,3467
Ba9240es,Bakery,Breads & Buns,0,1,,2429,,,,2429
Be97182ks,Bakery,Cakes,1,0,3407,,,,,3407
Eg46421sh,"Eggs, Meat & Fish",Fish,1,0,2139,,,,,2139
Fr6798ts,"Eggs, Meat & Fish",Mutton,1,0,,,,,1586,1586
Oi55053ee,Fruits & Veggies,Fresh Fruits,1,0,,,,,1454,1454
Sn38478es,Fruits & Veggies,Organic Fruits,1,0,856,,,,,856
Ba77848ts,Snacks,Chocolates,1,0,762,,,,,762
Eg49696sh,Snacks,Cookies,0,1,,,,,2361,2361
Eg47537on,Beverages,Health Drinks,0,1,2360,,,,,2360
Fr78938es,Food Grains,Atta & Flour,0,1,1250,,,,,1250
Oi65372ee,Food Grains,Dals & Pulses,0,1,848,,,,,848
Sn15609es,Fruits & Veggies,Fresh Fruits,0,1,,,,1073,,1073
Ba64600es,Fruits & Veggies,Fresh Vegetables,1,0,,1565,,,,1565
Eg44694gs,Fruits & Veggies,Organic Fruits,1,0,,,,,2125,2125
Eg24802on,Oil & Masala,Edible Oil & Ghee,1,0,,1800,,,,1800
Fr29724ts,Oil & Masala,Masalas,0,1,,,,,2407,2407
Oi93127as,Beverages,Soft Drinks,0,1,,902,,,,902
Sn19998es,Food Grains,Organic Staples,0,1,,760,,,,760
Ba2239ns,Oil & Masala,Masalas,1,0,2011,,,,,2011
Be48670ks,Snacks,Noodles,1,0,1126,,,,,1126
Be71203ks,Bakery,Biscuits,1,0,593,,,,,593
Eg8512on,Bakery,Cakes,1,0,,,,1941,,1941
Fo18352es,Beverages,Health Drinks,0,1,1598,,,1969,,3567
Fr87274ts,"Eggs, Meat & Fish",Eggs,0,1,,,,1571,,1571
Fr47664es,"Eggs, Meat & Fish",Fish,0,1,,,,,2451,2451
Sn29338es,Fruits & Veggies,Fresh Fruits,1,0,,1055,,,732,1787
Ba11379ts,Oil & Masala,Edible Oil & Ghee,0,1,,,,,1289,1289
Be93785ks,Snacks,Chocolates,0,1,,2194,,,,2194
Eg27986gs,Bakery,Biscuits,1,0,,,,,1392,1392
Fo77589es,Beverages,Health Drinks,1,0,,1784,,,,1784
Fr47485ts,"Eggs, Meat & Fish",Fish,1,0,,,,,779,779
Fr512es,"Eggs, Meat & Fish",Mutton,1,0,,1046,,,,1046
Sn29399es,Fruits & Veggies,Organic Vegetables,0,1,,,,2134,1103,3237
Ba44737ns,Oil & Masala,Edible Oil & Ghee,0,1,,,,3142,,3142
Be50399ks,Snacks,Cookies,1,0,915,,,,,915
Be18065ks,Bakery,Cakes,0,1,,,,,1889,1889
Eg34158sh,"Eggs, Meat & Fish",Eggs,1,0,,,,1755,,1755
Fo81042ur,"Eggs, Meat & Fish",Mutton,1,0,,,,,1504,1504
Fo65223es,Fruits & Veggies,Fresh Fruits,0,1,,,,,797,797
Fr51834es,Oil & Masala,Masalas,1,0,1800,,,1572,,3372
Fr78428ts,Snacks,Chocolates,0,1,,,,1534,,1534
Oi53373ee,Bakery,Breads & Buns,0,1,,1505,,,,1505
Sn54783es,Beverages,Health Drinks,0,1,,,,,691,691
Be33770ks,Beverages,Soft Drinks,0,1,,2499,,,,2499
Fo37558ur,"Eggs, Meat & Fish",Mutton,0,1,,,,1719,,1719
Fo51223es,Food Grains,Organic Staples,0,1,,,,,849,849
Fr40760ts,Fruits & Veggies,Organic Fruits,0,1,,1626,,,1919,3545
Fr2231es,Fruits & Veggies,Organic Vegetables,0,1,,2466,,,,2466
Oi469ee,Snacks,Noodles,1,0,,,,,2053,2053
Oi55724as,Bakery,Biscuits,1,0,,,,,1583,1583
Oi64198es,Beverages,Soft Drinks,0,1,2623,,,,,2623
Sn46743es,"Eggs, Meat & Fish",Eggs,1,0,,,,1464,,1464
Be11900ks,Food Grains,Organic Staples,0,1,,,,,1828,1828
Eg25559en,Fruits & Veggies,Fresh Fruits,1,0,,,,,1195,1195
